,id,songName,albumName,albumID,explicit,releaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumental,liveness,valence,tempo,duration_ms,time_signature
1246,4vyhBysX5Yr9hq24nJNFVN,One of a Kind,One of a Kind,5xmV0UDDs1ThGefVWBS0Yv,False,2012-07-05,0.636,0.801,7,-6.105,1,0.298,0.133,0.0,0.0876,0.753,171.962,205876,4
1247,2KQYe7ThonJPT91LMl5eMz,Crayon,One of a Kind,5xmV0UDDs1ThGefVWBS0Yv,False,2012-07-05,0.718,0.934,11,-3.787,0,0.169,0.046,0.0,0.687,0.308,132.019,196920,4
1248,2eYViN8bIwJw5G7eucDfty,That XX (그 XX),One of a Kind,5xmV0UDDs1ThGefVWBS0Yv,False,2012-07-05,0.763,0.47,4,-5.642,0,0.0433,0.533,0.0,0.133,0.801,119.885,199629,4
1249,3F1mueW8iouZUgjmawhVhe,GOOD BOY,GOOD BOY,3z9PnyT3r4hdtZKLG5lC4J,False,2014-11-21,0.745,0.825,1,-3.162,0,0.0352,0.000875,0.000218,0.0828,0.242,95.001,245192,4
1250,33dL21KeJquNsfOfacjU0q,오늘부터 우리는 Me Gustas Tu,Flower Bud,1Qw4DsmdsXRiAHEIypy235,False,2015-07-23,0.646,0.923,8,-1.309,1,0.0613,0.166,0.0,0.0507,0.703,106.086,220745,4
1251,0FMkt7EXvAEdGg24cVnwWe,FINGERTIP,GFRIEND The 4th Mini Album 'THE AWAKENING',07k2NS0FIQ4k5INfXqa0AF,False,2017-03-06,0.705,0.967,7,-1.609,0,0.0692,0.0632,0.0,0.15,0.806,122.0,210102,4
1252,3CVeGXpoPKJQ9JuhPp3mpL,Rough,GFRIEND 3rd Mini Album 'SNOWFLAKE',0COnSwFb5qOhABUyWNw6Kp,False,2016-01-25,0.613,0.912,8,-2.464,1,0.0366,0.152,0.0,0.111,0.734,112.005,209105,4
1253,2VfxCtWtDJGNKetJvGTWZT,Expect,Expectation,6i7jOkcHET6SbPPmK7KXmr,False,2013-03-14,0.722,0.947,0,-1.378,1,0.0941,0.135,0.0,0.348,0.797,126.989,195056,4
1254,6D1yziWAhW7Gz8aLGeO0S3,Something,GIRL'S DAY EVERYDAY 3,3ki6PVdCwOGicemeqDrl6I,False,2014-01-03,0.813,0.683,6,-3.813,0,0.0285,0.179,0.0,0.0748,0.668,107.95,200705,4
1255,6y0J1inhF2oL9vy23bar3Z,Ring My Bell,Girl's Day Love Second Album,3Q6QsqW3WWq6DLphXbXWkL,False,2015-07-07,0.456,0.956,4,-2.385,0,0.157,0.152,0.0,0.072,0.811,198.101,198947,4
1256,2xwn2BDIRqvgx8rO0BrI9o,I'll Be Yours,GIRL`S DAY EVERYDAY #5,2H0LTboLRevNfqbZ8Hws0a,False,2017-03-27,0.733,0.922,7,-1.656,1,0.0561,0.0649,0.0,0.154,0.598,99.007,190029,4
1257,6QHScqygQdCvGowZCeGsC0,I GOT A BOY,The 4th Album 'I GOT A BOY',3qpbuQ6XTxYfGx4fQZpZcA,False,2013-01-01,0.502,0.863,4,-1.273,0,0.272,0.0342,0.0,0.538,0.527,97.911,271326,4
1258,45DYPy0a4Ia1DQzhyLk2aS,Dancing Queen,The 4th Album 'I GOT A BOY',3qpbuQ6XTxYfGx4fQZpZcA,False,2013-01-01,0.717,0.917,0,-1.691,1,0.0322,0.405,1.88e-06,0.151,0.961,129.985,215280,4
1259,0Me6SI6hgowLrZAKvtyVOg,The Boys,The Boys,3RlHApvIdfDGHXNHgzMlCw,False,2011-01-01,0.876,0.937,1,-0.593,0,0.093,0.162,0.0,0.232,0.902,114.982,226907,4
1260,10VuRG4YCjIDFxTliN02MP,Catch Me If You Can - Korean Version,Catch Me If You Can,5jut9PBHimvHgNXzE2ncI3,False,2015-04-10,0.714,0.852,9,-2.76,0,0.274,0.0154,0.0,0.135,0.565,133.989,225173,4
1261,1hrZVbWwU6v4WAjOjv0xGo,Mr.Mr.,Girls' Generation 4th Mini Album 'Mr. Mr.',1w86o0LJYVmBExlyxWp00l,False,2014-02-24,0.701,0.964,4,-2.037,0,0.127,0.114,9.34e-06,0.153,0.484,113.058,235434,4
1262,17gohmCYDlZSYxp41xqVQ8,Lion Heart,Lion Heart - The 5th Album,5NlwMhwLycO4kyzphjhM3e,False,2015-08-19,0.754,0.788,2,-3.175,1,0.0322,0.129,0.00274,0.0775,0.961,124.992,224258,4
1263,5QVUh9QVZkiZ3HaFDjl6D1,You Think,Lion Heart - The 5th Album,5NlwMhwLycO4kyzphjhM3e,False,2015-08-19,0.697,0.832,4,-3.2,0,0.05,0.00322,0.0,0.196,0.286,100.017,188609,4
1264,1S3KcfF8taTlNT8pRy2YzO,PARTY,Lion Heart - The 5th Album,5NlwMhwLycO4kyzphjhM3e,False,2015-08-19,0.753,0.887,10,-2.975,0,0.0359,0.111,1.43e-05,0.0729,0.946,122.981,193814,4
1265,34qbsFCHlFNQpD4BXKZ7eD,Holler,The 2nd Mini Album 'Holler',106vONbQf36JSfQGlyBA4H,False,2014-09-16,0.608,0.952,10,-2.144,0,0.184,0.12,0.0,0.145,0.664,100.025,183913,4
1266,3C8jNNWMJcsQLZZV5R3yTi,Twinkle,TaeTiSeo With Twinkle,5FnkDObCdhjEgtkaxoJ7uh,False,2012-05-30,0.799,0.886,1,-2.592,0,0.0486,0.257,0.0,0.334,0.963,110.004,206852,4
1267,6D7PMEnCmHMC5WJb2HOGc3,Teenager,7 for 7,3VofrXVCFsACXqdwzTVsNy,False,2017-10-10,0.613,0.899,10,-2.632,0,0.0825,0.0708,0.0,0.128,0.702,124.089,189378,4
1268,6NyPIDsbl4hEm9tFKcKzsU,You Are,7 for 7,3VofrXVCFsACXqdwzTVsNy,False,2017-10-10,0.532,0.893,5,-3.089,0,0.0777,0.199,0.0,0.562,0.65,99.321,200664,4
1269,0ygy8bNjL9pk58nHibd3Bz,Never Ever,FLIGHT LOG : ARRIVAL,5r30o1iIr8sdoRsu6qPKrK,False,2017-03-13,0.794,0.835,5,-2.044,0,0.0961,0.266,0.0,0.0979,0.771,101.039,194408,4
1270,60UEnuG7U7URpqGpUrXSsq,Fly,FLIGHT LOG : DEPARTURE,5EkihQrxaHCA90ySQsV8jl,False,2016-03-21,0.601,0.905,7,-1.871,1,0.159,0.201,0.0,0.345,0.719,132.999,191576,4
1271,7Cd4glTUgV0vr0DBncEg8S,하드캐리 Hard Carry,FLIGHT LOG : TURBULENCE,5ek64tPWwHgN6zWuAWTkS2,False,2016-09-27,0.7,0.873,1,-2.901,1,0.0869,0.0148,0.0,0.343,0.612,99.968,193579,4
1272,7dgdLpjJZZmhmGrSo1eFCh,하지하지마 Stop stop it,Identify,4oCmvuYZnOnHKF1tgs5PNr,False,2014-11-28,0.576,0.612,7,-3.804,1,0.046,0.00886,0.0,0.0524,0.686,178.314,196701,4
1273,613QzBRkxLUdfxtxgoQ5ib,너란 Girl Magnetic,Identify,4oCmvuYZnOnHKF1tgs5PNr,False,2014-11-28,0.721,0.87,0,-4.129,0,0.0445,0.0596,0.0,0.346,0.842,109.962,203084,4
1274,2zSwsJyjrP0G8wUm0eiSuw,딱 좋아(Just right),Just right,1Rm8iq43biy7UQRfde5hwN,False,2015-07-13,0.76,0.781,11,-2.881,0,0.0641,0.233,0.0,0.106,0.736,95.97,222399,4
1275,7fUbFH2kQWq9BNa81cFJmH,니가 하면 If You Do,MAD Winter Edition,6T1mbOaUO00lxV0GNFlKHB,False,2015-11-23,0.693,0.886,8,-1.642,1,0.0766,0.0557,0.0,0.217,0.757,129.947,210834,4
1276,73lqIZ0BTMVtDAejjhgRL3,Trap (feat. 규현&태민),The 1st Album ‘Trap’,5tfMGdxYMeQLTnjXGXbODs,False,2013-06-07,0.658,0.86,5,-2.898,0,0.0272,0.443,0.0,0.304,0.644,88.032,225387,4
1277,1NHxpHP8c16Nd2H6pFBqN5,1-4-3 (I Love You),The 1st Album ‘Trap’,5tfMGdxYMeQLTnjXGXbODs,False,2013-06-07,0.658,0.879,0,-3.269,1,0.065,0.118,0.0,0.104,0.905,124.99,205680,4
1278,0HzNFJuPdD4x5Tddc3fARL,Fantastic,The 2nd Mini Album 'Fantastic',30msPTK6TOf0bTcRgzPUnI,False,2014-07-16,0.761,0.817,5,-3.227,0,0.0357,0.146,0.0,0.0715,0.609,99.987,212401,4
1279,6lHmnk1sUIPS9EI836eObc,Plz Don’t Be Sad,CALLING YOU,77v66tVAcEMrKWid2Z4AKc,False,2017-05-29,0.587,0.874,9,-2.461,0,0.0613,0.16,0.0,0.15,0.752,150.037,196509,4
1280,2ZwPHbkdoHC4tEQ4ReVLkc,How's This,A'wesome,0YmsYurKKnOMbyRuAnLJWV,False,2016-08-01,0.746,0.923,6,-2.169,1,0.0489,0.024,0.0,0.0593,0.758,100.019,199210,4
1281,23ueovQh0A6S5gZNNJrhJB,Roll Deep,A+,6eomyKPmQTcpdPxVt4LTGt,False,2015-08-21,0.845,0.843,4,-3.178,0,0.217,0.00511,0.000674,0.331,0.711,102.107,202536,4
1282,1cXGhyYstyR0eZHs4TrET2,Bubble Pop!,Bubble Pop! (International Version),5JcEkzASOaER06UPJ17olw,False,2011-01-01,0.846,0.877,10,-4.617,0,0.0629,0.0938,0.000686,0.299,0.729,145.97,212200,4
1283,5Fl3tBJteMGw8wqWuBe7kD,Red,A Talk,64IA3KiFpSx0pGT8nO7h3y,False,2014-01-01,0.582,0.938,9,-1.829,1,0.0658,0.00287,0.0,0.395,0.56,163.91,199800,4
1284,0NmvgYea3WOOSl4WaGeTTe,Pick Me,Chrysalis,4Y4wivC5xQI1ucX1tXzHG1,False,2016-05-04,0.686,0.885,9,-4.828,1,0.0868,0.00419,0.000265,0.19,0.604,127.957,226874,4
1285,6VJhf9l4ALDquID0bN51QQ,Very Very Very,miss me?,1AM6J4QIJRL8MEXV03tlc5,False,2016-10-17,0.745,0.965,7,-1.517,1,0.06,0.146,2.29e-06,0.0796,0.766,102.994,203640,4
1286,2MhEeappm9nGPv1p7a1YMS,Whatta Man (Good man),Whatta Man,3b7G0qAXQjITly1Zxqszng,False,2016-08-09,0.559,0.936,6,-2.254,0,0.0931,0.0063,3.85e-05,0.457,0.696,150.065,193605,4
1287,7czyJpFnAl18Bwye8wETky,RHYTHM TA,DEBUT HALF ALBUM 'WELCOME BACK',5CwTN4j1Ai5BfF5J9c8LHw,False,2015-10-01,0.762,0.819,7,-4.459,1,0.0897,0.129,0.0,0.334,0.606,81.981,227030,4
1288,6gGp4A2a6TUWhzYrhQQbk4,BLING BLING,NEW KIDS : BEGIN,6gpjZ9cYFiG4xkCpv8xXou,False,2017-05-22,0.781,0.94,2,-3.779,1,0.067,0.069,0.0,0.0992,0.537,125.009,219225,4
1289,6qAzAmPBUpGrk7XADZHR5k,LOVE SCENARIO,Return,1VSMwSajwLiywZBuB8gvP8,False,2018-01-25,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.011,209648,4
1290,78f6Qp6XQhSnJksCseLMMb,The Eye,INFINITE ONLY,76rmTobeVrPqOIKH5C1hjt,False,2016-09-19,0.655,0.78,2,-3.167,0,0.124,0.0291,0.0,0.14,0.344,117.999,240280,4
1291,1ZgfAxHQCXLt8o1VXEHHAt,Oh NaNa (Hidden. HUR YOUNG JI),"K.A.R.D Project Vol.1 ""Oh NaNa""",2HpryOOYLbnST4aCT5v4lF,False,2016-12-13,0.756,0.922,1,-2.683,1,0.0539,0.0615,0.000462,0.0723,0.809,100.005,206773,4
1292,4b1sQpvL7QVgamRZ74F1oA,Don't Recall,"K.A.R.D Project Vol.2 ""Don't Recall""",4wTkdR3v9qFdRuCf2hpBZn,False,2017-02-16,0.694,0.748,10,-2.93,0,0.167,0.0222,0.0,0.155,0.521,92.918,208667,4
1293,22iz04Hw1tz0NBpiyoEMT1,RUMOR,"K.A.R.D Project Vol.3 ""RUMOR""",0yRqgjTuWcenh5ryqwyPoQ,False,2017-04-24,0.726,0.758,8,-3.324,1,0.178,0.0491,0.0,0.077,0.61,88.999,217738,4
1294,3VC1IEz9M1txlMSx3h3tPM,Hola Hola,KARD 1st Mini Album 'Hola Hola',5eJ58cjTjSRGxOPtVeke2Z,False,2017-07-19,0.843,0.807,1,-3.794,0,0.0632,0.0135,6.44e-05,0.227,0.833,104.962,202963,4
1295,4MSiPP89oZupNNq2CvjEeR,You In Me,KARD 2nd Mini Album 'YOU & ME',04tgWsx713U27GklzkjEOz,False,2017-11-21,0.759,0.921,8,-2.533,0,0.231,0.0796,0.000111,0.325,0.528,96.025,203982,4
1296,6IHYYjfMY7X5Qu4UhObcp8,Mr.,The Best Of KARA,1hbLjh2GLYu56RMNIy5kRr,False,2014-08-28,0.781,0.99,4,-1.909,0,0.0703,0.0506,0.000562,0.234,0.787,126.049,193855,4
1297,7mZHVqooggN375w8YzwPlE,OMGT,MADTOWN 1st Digital Single 'OMGT',3ylPz8wKY4i6oQXNQfRTzg,False,2015-11-12,0.733,0.821,7,-1.737,1,0.0736,0.0595,0.0,0.0672,0.774,95.997,185271,4
1298,2GbF32jk2VyATjqFmUkpTR,You’re the Best,Melting,4x2afg5wUzbfURyzacNACm,False,2016-02-26,0.684,0.86,5,-3.243,0,0.0471,0.0395,0.0,0.239,0.703,122.03,230915,4
1299,4ToZjjcTqVOp5EIfAmGhpC,FULL HOUSE,The MOBB,2ryaJLSuyycfD2BB5CA5VA,False,2016-09-09,0.71,0.879,2,-0.86,1,0.0308,0.0521,0.0,0.259,0.379,130.001,220369,4
1300,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,GREAT!,5vt2sEP5J0VNbYXoA7h2k4,False,2018-01-03,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,208863,4
1301,72gnMfNZSb5oCrYlXWvtyc,All in,THE CLAN pt.1 <LOST>,54JAEnkFl5ocPIx7aEInXK,False,2016-05-18,0.633,0.947,5,-2.425,0,0.0842,0.0861,0.0,0.162,0.642,144.963,190797,4
1302,3utoyXrzB3d8ahf4tqazTs,Beautiful,THE CLAN pt.2.5 [BEAUTIFUL],2QCHpaj2zkIhrghESZwPui,False,2017-03-21,0.62,0.906,2,-2.951,0,0.139,0.163,0.0,0.214,0.884,154.002,204010,4
1303,1BSncOsSJPQkpl29QM0ipj,DRAMARAMA,THE CODE,4NJpBKY4XJbRLAsbbeIzyJ,False,2017-11-07,0.571,0.779,8,-2.864,1,0.111,0.135,0.0,0.202,0.261,186.154,186296,4
1304,6gorwqDJ7bsdCHcVs5uS9u,HERO,RUSH,0ESTAnvX2zjMBxzesNAiR7,False,2015-09-07,0.683,0.893,5,-3.086,0,0.162,0.0754,0.0,0.226,0.909,146.082,231952,4
1305,0kRrmWLPSnOGQjoMEdW5RN,Trespass,TRESPASS,2G4ZHQd4z2hbiNWdxLKrsq,False,2015-05-14,0.596,0.763,2,-2.278,1,0.0615,0.00394,0.0,0.0672,0.162,99.923,205000,4
1306,0ErzcmZ2gIwX7X0xSMQPix,BOSS,NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,False,2018-03-14,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,210641,4
1307,1EYSS9Lp7a9f20C3FaOVgI,Baby Don’t Stop,NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,False,2018-03-14,0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,183020,4
1308,1mdEvT7X3Rs7vL75fRb8oo,TOUCH,NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,False,2018-03-14,0.595,0.806,8,-4.644,1,0.141,0.0391,0.0,0.36,0.616,93.126,189078,4
1309,6OyLuTMyY9dOswKPyIT8SO,YESTODAY,NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,False,2018-03-14,0.683,0.92,9,-3.322,0,0.0924,0.0294,0.0,0.295,0.678,94.959,196571,4
1310,1qq7YnBOcXtfX3tCCMJllG,Black on Black,NCT 2018 EMPATHY,3KAJvo62RNQEtXwIyB5rzX,False,2018-03-14,0.523,0.864,10,-4.746,0,0.359,0.106,0.000454,0.0672,0.247,142.11,197981,4
1311,1pLh3xuAaDMyux3laCEqaq,소방차 Fire Truck,NCT #127 - The 1st Mini Album,6NMQzdclNuTi6mXiRpoPxB,False,2016-07-10,0.724,0.976,1,-3.279,1,0.0602,0.116,1.3e-05,0.352,0.626,110.006,178565,4
1312,3k4QR6cWUysRm5NKQfCsNz,Cherry Bomb - Performance Version,NCT #127 CHERRY BOMB– The 3rd Mini Album,7H5FkCA6cTDBX3wtvIbN8s,False,2017-06-14,0.713,0.623,6,-4.927,0,0.199,0.000597,4.57e-06,0.0474,0.779,78.007,261262,1
1313,3vxgKOmAOVl11Csw4ehkmJ,無限的我 무한적아; LIMITLESS,NCT#127 LIMITLESS - The 2nd Mini Album,0S6GmG9lmbbgr61Hj4cadt,False,2017-01-06,0.614,0.747,5,-5.655,0,0.0743,0.00934,0.0,0.0337,0.538,78.216,247467,4
1314,2VDvDc0s1EvvdO2vu9vnTG,Chewing Gum,Chewing Gum,4Sv8KMbUHBWjLo3VAOAHKr,False,2016-08-27,0.774,0.8,3,-3.426,0,0.0472,0.113,0.0,0.0782,0.931,103.977,197462,4
1315,3I4pgDhMKp6Sww3lTxyg8X,JOY,JOY - SM STATION,5UkUr57L6X1gopnzG1dyBa,False,2017-12-15,0.674,0.892,6,-3.498,1,0.0439,0.0563,0.0,0.067,0.725,109.909,178534,4
1316,5TkRTndV0IgRRO3HVr94P1,"일곱 번째 감각 The 7th Sense (Sung by TAEYONG, MARK, JAEHYUN, DOYOUNG, TEN)",일곱 번째 감각 The 7th Sense,6SlnTz8wUWFOPUZDbKxUd9,False,2016-04-09,0.682,0.502,2,-9.507,1,0.0713,0.0124,8.45e-06,0.107,0.218,108.08,214035,4
1317,37jsbSR1kLHfNWOjwFnTlD,My Copycat,The Fourth Single 'My Copycat',668FYH5CjNeET2JpHtiQvq,False,2014-08-18,0.746,0.951,6,-1.506,1,0.1,0.0932,0.00061,0.0576,0.836,128.994,200160,4
1318,5fWKr5p15BTazjflJ6HX5j,Catallena,THE THIRD SINGLE CATALLENA,3FeATTUjZWvmXW2kP9CHWY,False,2014-03-12,0.69,0.931,4,-2.061,0,0.0298,0.0325,4.37e-05,0.199,0.957,126.983,193154,4
1319,23XXMK9SQBFwndnbgbcMPa,WEE WOO,The 1st Mini Album 'HI! PRISTIN',0LtwNMoaoYbJE8m3dT7XFe,False,2017-03-21,0.834,0.917,10,-2.838,1,0.0982,0.0895,0.000167,0.0532,0.699,129.981,192830,4
1320,6jWOr3rzlR76nSbPi600oK,Black Widow,The 1st Mini Album 'HI! PRISTIN',0LtwNMoaoYbJE8m3dT7XFe,False,2017-03-21,0.695,0.862,1,-4.095,1,0.0604,0.0822,0.0,0.186,0.642,149.971,193809,4
1321,6D5KBWInFtc7WLBhv1TPMJ,WE LIKE,The 2nd Mini Album ‘SCHXXL OUT’,57x5ESFsP9BhhjJS99zaUE,False,2017-08-23,0.71,0.965,9,-3.577,1,0.091,0.193,0.0,0.328,0.537,119.034,197544,4
1322,2oLLOxkJWJj9BbrsTc4Xql,Ice Cream Cake,The 1st Mini Album ‘Ice Cream Cake’,6eS6pnhJWgYL0A74Mp3RPc,False,2015-03-17,0.58,0.935,9,-3.348,1,0.189,0.0318,0.0,0.0977,0.603,172.023,191440,4
1323,7N2nLFpfpkqJdpXIF0BVtM,행복 (Happiness),The 1st Single '행복(Happiness)',6uhzbGOu7nsKxQthjMKz2N,False,2014-08-01,0.727,0.871,10,-3.099,0,0.158,0.323,6.21e-06,0.725,0.681,121.438,220987,4
1324,3AcNJMYU4v7mr1DEWEWGmh,Be Natural (feat. SR14B 'TAEYONG (태용)'),The 2nd Single 'Be Natural',4QNTJvg2xGJLh6QiPbVNX8,False,2014-10-13,0.58,0.868,10,-1.195,0,0.316,0.123,0.0,0.302,0.772,178.002,280451,4
1325,5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,The Perfect Red Velvet - The 2nd Album Repackage,0OkJThJls8FO1lutMzMDJ0,False,2018-01-29,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,210818,4
1326,42tFTth2jcF7iSo0RBjfJF,Peek-A-Boo,Perfect Velvet - The 2nd Album,0rvrbZvaDX5S9ZBhwOwFfH,False,2017-11-17,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,189050,4
1327,0RhbQOahoOBgBE7Qx4AoSy,Dumb Dumb,The Red - The 1st Album,56L226pRT1sHo2vgoJy5IB,False,2015-09-09,0.778,0.789,7,-4.297,0,0.0503,0.0334,2.05e-06,0.225,0.799,145.99,202543,4
1328,7nKQ5WAcjnG48knyLuo8gO,Red Flavor,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,False,2017-07-09,0.709,0.917,9,-3.315,1,0.189,0.0409,0.0,0.0839,0.515,125.042,191139,4
1329,5ubfQzhabDSLYyohz2ozaN,Rookie,Rookie - The 4th Mini Album,01n9lwCLSigXsuY0AdFS9O,False,2017-02-01,0.681,0.94,3,-3.367,0,0.3,0.0998,0.0,0.334,0.889,164.035,197638,4
1330,1117juaaAkSIUsQxTmmcKM,Pretty U,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],50BrkBakrLWufmTLjCVBwn,False,2016-04-25,0.642,0.931,8,-2.82,1,0.163,0.0173,0.0,0.0815,0.884,155.088,207300,4
1331,1Rrj7KyS2R6SP9CQMDJW1w,VERY NICE,Love&Letter repackage album,7mP7AFehQDonPKEQiXvpvB,False,2016-07-04,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,192093,4
1332,6wtgR5ZVbOZPHIeMNQwugp,Adore U,SEVENTEEN 1st Mini Album ’17 CARAT’,0H2K2JrzdvJcxBEPyxC2sl,False,2015-05-29,0.533,0.851,7,-3.435,1,0.201,0.00281,1.57e-06,0.14,0.77,203.802,186650,4
1333,19t5GSN3XsLB7UOsZD8Fwv,CLAP,"SEVENTEEN 2ND ALBUM 'TEEN, AGE' (2)",5aHdNainJWMc3n2AqfiOg5,False,2017-11-06,0.722,0.918,8,-2.952,1,0.0607,0.141,0.0,0.409,0.831,100.024,167797,4
1334,5rIsrawNyPv1q8v11iwJsh,Mansae,SEVENTEEN 2nd Mini Album ‘BOYS BE’,18aXrsD7zdPD6NSIfdwExD,False,2015-09-10,0.749,0.955,7,-1.767,1,0.0867,0.0547,0.0,0.112,0.761,111.96,186875,4
1335,0pWxUlYb3EM2WkcTJfwBdP,BOOMBOOM,Seventeen 3rd Mini Album ’Going Seventeen’,3wXGFboFgcK9ezbPuSrKk9,False,2016-12-05,0.853,0.814,8,-3.047,1,0.0766,0.0347,0.0,0.171,0.686,108.111,206227,4
1336,6FdIEgj8ErhkOHbtB6aqFF,HIGHLIGHT,Seventeen 3rd Mini Album ’Going Seventeen’,3wXGFboFgcK9ezbPuSrKk9,False,2016-12-05,0.579,0.927,9,-3.262,0,0.181,0.0282,0.0,0.283,0.492,144.951,225302,4
1337,6Upu6yjkdi0DVI8E3IBZEU,Don't Wanna Cry,SEVENTEEN 4th Mini Album ‘Al1’,2BNimvLLlD89e4Sb7ZVX6I,False,2017-05-22,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,203427,4
1338,7cbZIBLhfD9taMBgEsIhIp,THANKS,SEVENTEEN SPECIAL ALBUM 'DIRECTOR'S CUT’,5QpD7kgp5dpkNFuG6ez2yI,False,2018-02-05,0.513,0.867,8,-3.729,1,0.0632,0.0631,0.0,0.34,0.536,149.967,213072,4
1339,1zZ9IuDffZGH5OoVoUXlHz,O Sole Mio,SF9 3rd Mini Album [ Knights of the Sun ],0oryFxOe9FsnOY9fYEEoW7,False,2017-10-12,0.734,0.823,1,-3.888,0,0.089,0.27,0.0,0.108,0.718,103.991,201643,4
1340,02jYQ47eGc0Dm9JiOcLBJ7,Fanfare,SF9 1st Debut Single Album [Feeling Sensation],1SmMZG7vu785rbGzFE9IPl,False,2016-10-05,0.682,0.867,1,-3.122,1,0.0292,0.0241,1.32e-06,0.329,0.595,97.004,193734,4
1341,3C0bt8wqscqmNTtwUuOzDZ,Easy Love,SF9 2nd Mini Album [Breaking Sensation],0g7o1z26YpnMvVI73nVlid,False,2017-04-18,0.715,0.76,2,-3.353,0,0.0557,0.218,0.0,0.103,0.495,135.04,206351,4
1342,6MXdCx8C4KoeBf2o8duV0S,1 of 1,1 of 1 - The 5th Album,7FaQCY9KLjVNBecWZagXwr,False,2016-09-29,0.694,0.879,5,-3.765,0,0.0515,0.0635,0.0,0.0478,0.84,108.045,203885,4
1343,4W5uSDlGebHLC1p33ccHSu,Dream Girl,The 3rd Album Chapter 1. 'Dream Girl - The Misconceptions of You',4QHay8uxzP910mdpYVx2Wr,False,2013-02-19,0.724,0.939,11,-0.698,0,0.0736,0.0429,0.0,0.304,0.732,124.063,180165,4
1344,53HdfbEj0c1haJaJ1W1FNd,상사병 (Symptoms),The 5th Mini Album 'Everybody',0t5DwyVw8TC2uGoZZ9t8HD,False,2013-10-14,0.595,0.854,0,-2.971,0,0.0773,0.261,0.0,0.111,0.543,119.796,229676,4
1345,4mVccFZezVdAEPJ1B59kCk,Married To The Music,Married To The Music - The 4th Album Repackage,3gsf4JSLDuab7q0hB7bD3H,False,2015-08-03,0.729,0.869,10,-3.24,0,0.0994,0.107,0.0,0.0721,0.889,114.995,214689,4
1346,5FLuHcyUiAlq2wCoqVuqUa,View,Odd - The 4th Album,5B47B9Brhcv7ZinHgBe6i9,False,2015-05-18,0.728,0.801,6,-4.428,0,0.0439,0.04,0.0,0.0415,0.656,123.953,190821,4
1347,2bOI9p0ojiuX6qynTJeMjL,Sherlock (Clue + Note),Sherlock,2icXcrdsJQcsRRQfL75ciA,False,2012-03-21,0.64,0.937,1,-2.112,1,0.0839,0.0069,0.0,0.393,0.316,107.013,239187,4
1348,7uVSccPZMVXdOQXq8H1gWS,Sniper,We,0ykF6aUU62c5KN9VdFyfl4,False,2015-02-26,0.663,0.94,10,-3.337,0,0.324,0.232,0.0,0.201,0.691,84.851,198840,4
1349,1t88m8JUlqn9kf0FLmVta5,Give it to me,Give It To Me (2),1nErNFyYvHnuCYvfwrMyoz,False,2013-06-11,0.719,0.945,7,-2.085,0,0.0424,0.176,0.0,0.576,0.961,136.045,201326,4
1350,4wAjmojVxc6Wbeca9XvnDo,I Like That,INSANE LOVE,4Yz1WY6PlJepdbnl4m72b8,False,2016-06-21,0.564,0.867,7,-3.137,0,0.0881,0.0952,0.0,0.737,0.882,154.882,221371,4
1351,59FBFyeST1vqN8G41YgFS6,SHAKE IT,SHAKE IT,7wxGBt2oAGDjZ9CgPhQU8C,False,2015-06-22,0.778,0.957,11,-2.57,0,0.0735,0.0234,0.0,0.715,0.611,118.997,208507,4
1352,23InoX4hVLESdcJfSTlxjq,I Swear,Special Album ‘SWEET & SOUR’,4pyrMQq7i9d4M8xiokWF3D,False,2014-08-26,0.638,0.908,8,-2.67,1,0.0902,0.0242,0.0,0.292,0.85,134.955,237303,4
1353,5crARIrvoMiMf2AdlD78WN,Touch my body,TOUCH N MOVE,0SeSM1CAqu7QUkive4jCKl,False,2014-07-21,0.633,0.915,9,-2.347,1,0.106,0.0437,0.0,0.107,0.622,128.033,206500,4
1354,1CkTEh21SLHbiAj2qy8wc1,Ma Boy,Ma Boy,76EJZHFfzKIOrf97HE4at7,False,2011-05-03,0.751,0.767,7,-4.752,0,0.0577,0.353,2.71e-06,0.289,0.768,89.93,196702,4
